Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,,
зачитываться,6889,read long,V,B2,LM,1,зачитываются,Imperf.Plur.3,Этой книгой зачитываются люди всех возрастов.,This book is avidly read by people of all ages.,_,свободное время,,,
заявлять,6890,declare,V,B2,LM,1,заявляет,Imperf.Sing.3,"Администрация заявляет, что готова к диалогу с жителями города.",The authorities say that they are ready for dialogue with the town's inhabitants.,_,"общение, политика",,,
заявлять,6891,declare,V,B2,LM,2,заявляют,Imperf.Plur.3,"Учёные заявляют, что скоро новые технологии смогут продлить человеческую жизнь.",Scientists say that new technologies soon will be able to extend human life.,_,"общение, политика",,,
заявлять,6892,declare,V,B2,LM,3,заявлял,Imperf.Masc.Sing.Past,"Мэр города неоднократно заявлял, что нужно построить новую школу.",The mayor of the city repeatedly declared that it's necessary to build a new school.,_,"общение, политика",,,
звучать,6893,sound,V,B2,LM,1,звучит,Imperf.Sing.3,Эта песня звучит в моём любимом фильме.,This song is heard in my favorite movie.,_,"общение, описание, свободное время",,,
звучать,6894,sound,V,B2,LM,2,звучало,Neut.Sing.Past,"Предложение звучало заманчиво, поэтому я согласился.","The offer was attractive, so I agreed.",_,"общение, описание, свободное время",,,
звучать,6895,sound,V,B2,LM,3,звучала,Imperf.Fem.Sing.Past,В ресторане звучала приятная мелодия.,A pleasant melody was heard in the restaurant.,_,"общение, описание, свободное время",,,
зевать,6896,yawn,V,B2,LM,1,зевает,Imperf.Sing.3,"Петя зевает, потому что ему скучно.",Petya is yawning because he's bored.,_,"здоровье, описание",,,
зевать,6897,yawn,V,B2,LM,2,зевая,Imperf.Gerund,"Он вышел из спальни, зевая во весь рот.",He left the bedroom yawning widely.,_,"здоровье, описание",,,
зевать,6898,yawn,V,B2,LM,3,зевать,Imperf.Inf,"Зевать нельзя, это невежливо!","You shouldn't yawn, it's bad manners!",_,"здоровье, описание",,,
зевнуть,6899,yawn,V,B2,LM,1,зевнул,Perf.Masc.Sing.Past,Саша зевнул и потянулся.,Sasha yawned and stretched.,_,"здоровье, описание",,,
защита,6900,protection,N.Fem.Inan,B2,LM,1,защиты,Gen.Sing,Для защиты кожи зимой пользуйтесь увлажнящим кремом.,Use a moisturizer to protect your skin in winter.,_,политика,,,
защита,6901,protection,N.Fem.Inan,B2,LM,2,защиту,Acc.Sing,Что вы скажете в свою защиту?,What do you say in your defense?,_,политика,,,
защита,6902,protection,N.Fem.Inan,B2,LM,3,защита,Nom.Sing,Защита граждан — одна из главных функций государства.,Protection of citizens is one of the main functions of the state.,_,политика,,,
защитник,6903,protector,N.Masc.Anim,B2,LM,1,защитник,Nom.Sing,Защитник отразил опасный удар.,The quarter-back repelled a dangerous attack.,_,"люди, политика",,,
защитник,6904,protector,N.Masc.Anim,B2,LM,2,защитники,Nom.Plur,Защитники исторического облика столицы провели митинг.,The protectors of the historical appearance of the capital held a rally.,_,"люди, политика",,,
защитник,6905,protector,N.Masc.Anim,B2,LM,3,защитника,Gen.Sing,Подсудимый отказался от защитника.,The prisoner refused to accept a defence lawyer.,_,"люди, политика",,,
злиться,6906,be angry,V,B2,LM,1,злился,Imperf.Masc.Sing.Past,"Вчера я на неё злился, но сегодня мне уже всё равно.",Yesterday I was angry with her but today I don't care.,_,"внутренний мир, общение",,,
злиться,6907,be angry,V,B2,LM,2,злюсь,Imperf.Sing.1,Я не злюсь на тебя.,I'm not mad at you.,_,"внутренний мир, общение",,,
злиться,6908,be angry,V,B2,LM,3,злишься,Imperf.Sing.2,За что ты на меня злишься?,Why are you mad at me?,_,"внутренний мир, общение",,,
звонкий,6909,sonorous,A,B2,LM,1,звонкого,Gen.Neut.Sing,Осенью не слышно звонкого пения птиц.,In the fall you can't hear the sound of birds singing.,_,"описание, мера",,,
звонкий,6910,sonorous,A,B2,LM,2,звонкий,Nom.Masc.Sing,Раздался её звонкий голос.,Her sonorous voice filled the air.,_,"описание, мера",,,
