Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
бокал,5507,glass,,N.Masc.Inan,B2,"Golosa, MiP, LM",2,бокалом,Ins.Sing,Капустин стоял возле стола с бокалом шампанского в руках.,Kapustin was standing by the table with a glass of champagne in his hands.,,_,"еда, магазин",,,
бокал,5508,glass,,N.Masc.Inan,B2,"Golosa, MiP, LM",3,бокалы,Nom.Plur,Соня заглянула в шкаф. Там стояли лишь пыльные бокалы и старый чайник.,Sonia took a look in the cupboard. There were only dusty glasses and an old teapot inside.,,_,"еда, магазин",,,
бокс,5509,boxing,,N.Masc.Inan,B2,"Golosa, LM",1,боксу,Dat.Sing,В столице Казахстана стартовал Кубок мира по боксу.,The Boxing World Cup got off to a start in the capital of Kazakhstan.,,_,свободное время,,,
бокс,5510,boxing,,N.Masc.Inan,B2,"Golosa, LM",2,боксом,Ins.Sing,"Мой папа считал, что девочки не должны заниматься боксом, но я всё равно записалась на занятия.","My dad thought girls shouldn't box, but I signed up for boxing anyway.",,_,свободное время,,,
бокс,5511,boxing,,N.Masc.Inan,B2,"Golosa, LM",3,боксе,Loc.Sing,"Лёша говорит, что у него хорошая реакция, что важно в боксе.","Lesha says that he has good reactions, which is important in boxing.",,_,свободное время,,,
боксер,5512,boxer,,N.Masc.Anim,B2,LM,1,боксёры,Nom.Plur,"Известно, что последние полгода боксёры Словакии целенаправленно готовились к Кубку мира.",It is known that during the last six months the Slovak boxers have been preparing intensively for the World Cup.,,_,"люди, учёба/работа, свободное время",,,
боксер,5513,boxer,,N.Masc.Anim,B2,LM,2,боксёр,Nom.Sing,"Она потеряла концентрацию, как боксёр в нокдауне.",She lost her concentration just like a boxer in a knockdown.,,_,"люди, учёба/работа, свободное время",,,
болгарин,5514,Bulgarian,,N.Masc.Anim,B2,LM,1,болгары,Nom.Plur,"В архивах я надеялся получить ответ, кто были мои предки ― болгары или украинцы?",In the archives I was hoping to find the answer as to who my ancestors were — Bulgarians or Ukrainians?,,_,"люди, политика",,,
болгарин,5515,Bulgarian,,N.Masc.Anim,B2,LM,2,болгар,Gen.Plur,Как у болгар принято говорить тосты?,How do Bulgarians usually say toasts?,,_,"люди, политика",,,
болотистый,5516,swampy,,A,B2,LM,1,болотистому,Dat.Masc.Sing,Они поднялись и пошли по длинному болотистому берегу.,They stood up and walked along the long swampy river bank.,,_,"описание, погода",,,
болотистый,5517,swampy,,A,B2,LM,2,болотистой,Loc.Fem.Sing,Камыши обычно растут в болотистой местности.,Reeds usually grow in swampy areas.,,_,"описание, погода",,,
болото,5518,swamp,,N.Neut.Inan,B2,LM,1,болоте,Loc.Sing,"Оказалось, я по-прежнему стою на одной ноге, как цапля в болоте.",It turned out I was still standing on one leg like a heron in a swamp.,,_,погода,,,
болото,5519,swamp,,N.Neut.Inan,B2,LM,2,болото,Acc.Sing,Идти через болото было трудно и опасно.,Going through the swamp was difficult and dangerous.,,_,погода,,,
болото,5520,swamp,,N.Neut.Inan,B2,LM,3,болота,Gen.Sing,Давай уже вытаскивай себя из этого политического болота!,Come on! Get yourself out of this political swamp!,,_,погода,,,
болтать,5521,talk,,V,B2,LM,1,болтали,Imperf.Plur.Past,Вчера ко мне приехала сестра из Твери и мы с ней болтали до утра!,My sister from Tver arrived yesterday and I was chatting with her until dawn!,,_,"люди, общение",,,
болтать,5522,talk,,V,B2,LM,2,болтал,Imperf.Masc.Sing.Past,С кем ты сейчас так долго болтал по телефону?,Who were you talking to on the phone for so long?,,_,"люди, общение",,,
болтать,5523,talk,,A,B2,LM,3,болтающие,Nom.Plur,"Везде были люди, болтающие, смеющиеся и провожающие его любопытными глазами.","There were people everywhere, talking and laughing and watching him with curious eyes.",,_,"люди, общение",,,
боль,5524,pain,,N.Fem.Inan,B2,"Golosa, LM",1,боль,Nom.Sing,"После таблетки боль ненадолго ушла, но уже через пару часов вернулась с новой силой.","After taking the pill, the pain went away for a while, but after a couple of hours it came back with renewed vigor.",,_,"люди, здоровье",,,
боль,5525,pain,,N.Fem.Inan,B2,"Golosa, LM",2,боли,Gen.Sing,Тоня вскрикнула от резкой боли в спине.,Tonya screamed from the sharp pain in her back.,,_,"люди, здоровье",,,
боль,5526,pain,,N.Fem.Inan,B2,"Golosa, LM",3,болью,Ins.Sing,На утро Виталик проснулся с головной болью.,In the morning Vitalik woke up with a headache.,,_,"люди, здоровье",,,
