Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
оплачивать,8510,disburse,,V,B2,LM,1,оплачивать,Imperf.Inf,"Кто будет оплачивать счета, если ты уедешь?",Who will pay the bills if you leave?,,_,магазин,,
оплачивать,8511,disburse,,V,B2,LM,2,оплачивала,Imperf.Fem.Sing.Past,Английская фирма оплачивала гостям гостиницу и перелёт.,The English company paid for the guests' hotel and flight.,,_,магазин,,
оплачивать,8512,disburse,,V,B2,LM,3,оплачивают,Imperf.Plur.3,Дети сами оплачивают школьные обеды.,The children pay for school meals themselves.,,_,магазин,,
оркестр,8513,orchestra,,N.Masc.Inan,B2,"MiP, LM",1,оркестр,Nom.Sing,Оркестр сегодня выступил великолепно.,The orchestra performed very well today.,,_,свободное время,,
оркестр,8514,orchestra,,N.Masc.Inan,B2,"MiP, LM",2,оркестра,Gen.Sing,Под звуки оркестра пары начали танцевать.,"To the sounds of the orchestra, couples began to dance.",,_,свободное время,,
оркестр,8515,orchestra,,N.Masc.Inan,B2,"MiP, LM",3,оркестром,Ins.Sing,Сегодня в филармонии будет концерт Рахманинова для фортепиано с оркестром.,Today at the Philharmonic there will be a Rachmaninoff concert for piano and orchestra.,,_,свободное время,,
оправдывать,8516,justify,,V,B2,LM,1,оправдывает,Imperf.Sing.3,Цель не всегда оправдывает средства.,The end does not always justify the means.,,_,"внутренний мир, общение",,
оправдывать,8517,justify,,V,B2,LM,2,оправдывая,Imperf.Gerund,"Оправдывая преступников, вы позволяете им повторять свои преступления.","By exonerating criminals, you allow them to repeat their crimes.",,_,"внутренний мир, общение",,
оправдывать,8518,justify,,A,B2,LM,3,оправдывающая,Imperf.PresentActiveParticiple.Nom.Fem.Sing,"Книга Авдеева ""Ясные дни"" - идиллия, оправдывающая своё название. ","Avdeev’s book, Clear Days, is an idyll that lives up to its name.",,_,"внутренний мир, общение",,
освещение,8519,lighting,,N.Neut.Inan,B2,LM,1,освещения,Gen.Sing,"Цвет камня может казаться синим или зелёным, в зависимости от освещения.","The color of the stone may appear blue or green, depending on the lighting.",,_,жильё,,
освещение,8520,lighting,,N.Neut.Inan,B2,LM,2,освещение,Acc.Sing,В девятнадцатом веке на улицах Москвы начали использовать электрическое освещение.,"In the nineteenth century, electric lights began to be used on the streets of Moscow.",,_,жильё,,
освещение,8521,lighting,,N.Neut.Inan,B2,LM,3,освещении,Loc.Sing,С нашей камерой у вас получатся яркие фотографии даже при плохом освещении.,"With our camera, you will get vivid photos even in low light.",,_,жильё,,
опровергать,8522,refute,,V,B2,LM,1,опровергают,Imperf.Plur.3,Представители Минобороны опровергают информацию о военных действиях в Сирии.,Representatives of the Ministry of Defense deny the information about military operations in Syria.,,_,"общение, политика",,
опровергать,8523,refute,,V,B2,LM,2,опровергает,Imperf.Sing.3,Наше открытие опровергает целый ряд прежних теорий.,Our discovery refutes a number of previous theories.,,_,"общение, политика",,
опровергать,8524,refute,,V,B2,LM,3,опровергали,Imperf.Plur.Past,Региональные власти долгое время опровергали информацию о закрытии завода.,Regional authorities have been denying information about the closure of the factory for a long time.,,_,"общение, политика",,
опускать,8525,lower,,V,B2,LM,1,опуская,Imperf.Gerund,"Алина повторила свой вопрос спокойно и чётко, не опуская глаз.","Alina repeated her question calmly and clearly, without looking away.",,_,общение,,
опускать,8526,lower,,V,B2,LM,2,опускают,Imperf.Plur.3,"Добровольцам бывает тяжело, но они не опускают руки.","Sometimes it is difficult for volunteers, but they don’t give up.",,_,общение,,
опускать,8527,lower,,V,B2,LM,3,опускает,Imperf.Sing.3,Водитель опускает стекло и передает инспектору удостоверение.,The driver rolls down the window and hands his licence to the officer.,,_,общение,,
ориентироваться,8528,navigate,,V,B2,LM,1,ориентироваться,Imperf.Inf,Журналу приходится ориентироваться на более молодую аудиторию.,The magazine has to focus on a younger audience.,,_,"путешествие, транспорт, свободное время",,
